checking,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status,other_debtors,residence,property,age,other_installments,housing,existing_credits,job,dependents,telephone,foreign,target
0–200 DM,24,Delay in past,Business,6967,100–500 DM,4–7 years,4,Male: single,None,4,Car/other,36,None,Rent,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
< 0 DM,12,Existing paid duly,Furniture/equipment,1282,<100 DM,1–4 years,2,Female: divorced/separated/married,None,4,Car/other,20,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
< 0 DM,9,Critical/other existing credits,Repairs,1288,100–500 DM,>=7 years,3,Male: single,Guarantor,4,Real estate,48,None,Own,2,Skilled employee/official,2,None,No,Good
< 0 DM,12,All paid,Retraining,339,<100 DM,>=7 years,4,Male: married/widowed,None,1,Car/other,45,Bank,Own,1,Unskilled resident,1,None,Yes,Good
0–200 DM,24,Existing paid duly,New car,3512,100–500 DM,4–7 years,2,Male: single,None,3,Car/other,38,Bank,Own,2,Skilled employee/official,1,Yes,Yes,Good
No checking account,6,Critical/other existing credits,Radio/TV,1898,Unknown/no savings,1–4 years,1,Male: single,None,2,Real estate,34,None,Own,2,Unskilled resident,2,None,Yes,Good
No checking account,24,Critical/other existing credits,Radio/TV,2872,100–500 DM,>=7 years,3,Male: single,None,4,Real estate,36,None,Own,1,Skilled employee/official,2,Yes,Yes,Good
No checking account,18,Critical/other existing credits,New car,1055,<100 DM,<1 year,4,Female: divorced/separated/married,None,1,Building society/life insurance,30,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,15,Existing paid duly,Domestic appliances,1262,500–1000 DM,4–7 years,4,Male: single,None,3,Building society/life insurance,36,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,10,Existing paid duly,New car,7308,<100 DM,Unemployed,2,Male: single,None,4,Unknown/no property,70,Bank,For free,1,Management/self-employed/highly qualified,1,Yes,Yes,Good
No checking account,36,Existing paid duly,New car,909,500–1000 DM,>=7 years,4,Male: single,None,4,Building society/life insurance,36,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,6,Existing paid duly,Furniture/equipment,2978,500–1000 DM,1–4 years,1,Male: single,None,2,Car/other,32,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,18,Existing paid duly,Furniture/equipment,1131,<100 DM,Unemployed,4,Female: divorced/separated/married,None,2,Car/other,33,None,Own,1,Skilled employee/official,1,None,Yes,Bad
0–200 DM,11,Existing paid duly,Furniture/equipment,1577,>=1000 DM,<1 year,4,Female: divorced/separated/married,None,1,Real estate,20,None,Own,1,Skilled employee/official,1,None,Yes,Good
No checking account,24,Existing paid duly,Furniture/equipment,3972,<100 DM,4–7 years,2,Female: divorced/separated/married,None,4,Building society/life insurance,25,None,Rent,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,24,Critical/other existing credits,Business,1935,<100 DM,>=7 years,4,Male: divorced/separated,None,4,Real estate,31,None,Own,2,Skilled employee/official,1,Yes,Yes,Bad
< 0 DM,15,No credits/all paid,New car,950,<100 DM,>=7 years,4,Male: single,None,3,Car/other,33,None,Rent,2,Skilled employee/official,2,None,Yes,Bad
No checking account,12,Existing paid duly,Furniture/equipment,763,<100 DM,1–4 years,4,Female: divorced/separated/married,None,1,Real estate,26,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,24,Delay in past,Furniture/equipment,2064,<100 DM,Unemployed,3,Female: divorced/separated/married,None,2,Building society/life insurance,34,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
0–200 DM,8,Existing paid duly,Radio/TV,1414,<100 DM,1–4 years,4,Male: single,Guarantor,2,Real estate,33,None,Own,1,Skilled employee/official,1,None,No,Good
< 0 DM,21,Delay in past,Education,3414,<100 DM,<1 year,2,Male: single,None,1,Building society/life insurance,26,None,Own,2,Skilled employee/official,1,None,Yes,Bad
No checking account,30,All paid,Used car,7485,Unknown/no savings,Unemployed,4,Female: divorced/separated/married,None,1,Real estate,53,Bank,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
< 0 DM,12,Existing paid duly,Furniture/equipment,2577,<100 DM,1–4 years,2,Male: divorced/separated,None,1,Car/other,42,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,6,Critical/other existing credits,Radio/TV,338,500–1000 DM,>=7 years,4,Male: single,None,4,Car/other,52,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,12,Existing paid duly,Radio/TV,1963,<100 DM,4–7 years,4,Male: single,None,2,Car/other,31,None,Rent,2,Management/self-employed/highly qualified,2,Yes,Yes,Good
< 0 DM,21,Critical/other existing credits,New car,571,<100 DM,>=7 years,4,Male: single,None,4,Real estate,65,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,36,Delay in past,Business,9572,<100 DM,<1 year,1,Male: divorced/separated,None,1,Car/other,28,None,Own,2,Skilled employee/official,1,None,Yes,Bad
0–200 DM,36,Delay in past,Business,4455,<100 DM,1–4 years,2,Male: divorced/separated,None,2,Real estate,30,Stores,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Bad
< 0 DM,21,All paid,New car,1647,Unknown/no savings,1–4 years,4,Male: single,None,2,Building society/life insurance,40,None,Own,2,Unskilled resident,2,None,Yes,Bad
No checking account,24,Critical/other existing credits,Furniture/equipment,3777,>=1000 DM,1–4 years,4,Male: single,None,4,Real estate,50,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,18,Critical/other existing credits,New car,884,<100 DM,>=7 years,4,Male: single,None,4,Car/other,36,Bank,Own,1,Skilled employee/official,2,Yes,Yes,Bad
No checking account,15,Critical/other existing credits,Radio/TV,1360,<100 DM,1–4 years,4,Male: single,None,2,Building society/life insurance,31,None,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,9,All paid,Used car,5129,<100 DM,>=7 years,2,Female: divorced/separated/married,None,4,Unknown/no property,74,Bank,For free,1,Management/self-employed/highly qualified,2,Yes,Yes,Bad
0–200 DM,16,Critical/other existing credits,New car,1175,<100 DM,Unemployed,2,Male: single,None,3,Car/other,68,None,For free,3,Unemployed/unskilled non-resident,1,Yes,Yes,Good
< 0 DM,12,Existing paid duly,Radio/TV,674,100–500 DM,4–7 years,4,Male: married/widowed,None,1,Building society/life insurance,20,None,Own,1,Skilled employee/official,1,None,Yes,Bad
0–200 DM,18,No credits/all paid,Furniture/equipment,3244,<100 DM,1–4 years,1,Female: divorced/separated/married,None,4,Car/other,33,Bank,Own,2,Skilled employee/official,1,Yes,Yes,Good
No checking account,24,Existing paid duly,Business,4591,>=1000 DM,1–4 years,2,Male: single,None,3,Building society/life insurance,54,None,Own,3,Management/self-employed/highly qualified,1,Yes,Yes,Bad
0–200 DM,48,No credits/all paid,Business,3844,100–500 DM,4–7 years,4,Male: single,None,4,Unknown/no property,34,None,For free,1,Unskilled resident,2,None,Yes,Bad
0–200 DM,27,Existing paid duly,Business,3915,<100 DM,1–4 years,4,Male: single,None,2,Car/other,36,None,Own,1,Skilled employee/official,2,Yes,Yes,Bad
No checking account,6,Existing paid duly,Radio/TV,2108,<100 DM,4–7 years,2,Male: married/widowed,None,2,Real estate,29,None,Rent,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,45,Existing paid duly,Radio/TV,3031,100–500 DM,1–4 years,4,Male: single,Guarantor,4,Building society/life insurance,21,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
0–200 DM,9,Critical/other existing credits,Education,1501,<100 DM,>=7 years,2,Female: divorced/separated/married,None,3,Car/other,34,None,Own,2,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,6,Critical/other existing credits,Radio/TV,1382,<100 DM,1–4 years,1,Female: divorced/separated/married,None,1,Car/other,28,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,12,Existing paid duly,Furniture/equipment,951,100–500 DM,<1 year,4,Female: divorced/separated/married,None,4,Car/other,27,Bank,Rent,4,Skilled employee/official,1,None,Yes,Bad
0–200 DM,24,Existing paid duly,Used car,2760,Unknown/no savings,>=7 years,4,Male: single,None,4,Unknown/no property,36,Bank,For free,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,18,Delay in past,Furniture/equipment,4297,<100 DM,>=7 years,4,Male: divorced/separated,None,3,Unknown/no property,40,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,9,Critical/other existing credits,Education,936,500–1000 DM,>=7 years,4,Male: single,None,2,Car/other,52,None,Own,2,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,12,Existing paid duly,New car,1168,<100 DM,1–4 years,4,Male: married/widowed,None,3,Real estate,27,None,Own,1,Unskilled resident,1,None,Yes,Good
No checking account,27,Delay in past,Business,5117,<100 DM,4–7 years,3,Male: single,None,4,Car/other,26,None,Own,2,Skilled employee/official,1,None,Yes,Good
< 0 DM,12,Existing paid duly,Retraining,902,<100 DM,4–7 years,4,Male: married/widowed,None,4,Building society/life insurance,21,None,Rent,1,Skilled employee/official,1,None,Yes,Bad
No checking account,12,Critical/other existing credits,New car,1495,<100 DM,>=7 years,4,Male: single,None,1,Real estate,38,None,Own,2,Unskilled resident,2,None,Yes,Good
< 0 DM,30,Critical/other existing credits,Used car,10623,<100 DM,>=7 years,3,Male: single,None,4,Unknown/no property,38,None,For free,3,Management/self-employed/highly qualified,2,Yes,Yes,Good
No checking account,12,Critical/other existing credits,Furniture/equipment,1935,<100 DM,>=7 years,4,Male: single,None,4,Real estate,43,None,Own,3,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,12,Critical/other existing credits,Domestic appliances,1424,<100 DM,4–7 years,4,Male: single,None,3,Building society/life insurance,26,None,Own,1,Skilled employee/official,1,None,Yes,Good
< 0 DM,24,Existing paid duly,Business,6568,<100 DM,1–4 years,2,Male: married/widowed,None,2,Car/other,21,Stores,Own,1,Unskilled resident,1,None,Yes,Good
No checking account,12,Existing paid duly,Used car,1413,>=1000 DM,4–7 years,3,Male: single,None,2,Building society/life insurance,55,None,Own,1,Skilled employee/official,1,None,No,Good
No checking account,9,Critical/other existing credits,Radio/TV,3074,Unknown/no savings,1–4 years,1,Male: single,None,2,Real estate,33,None,Own,2,Skilled employee/official,2,None,Yes,Good
No checking account,36,Existing paid duly,Radio/TV,3835,Unknown/no savings,>=7 years,2,Female: divorced/separated/married,None,4,Real estate,45,None,Own,1,Unskilled resident,1,Yes,Yes,Good
< 0 DM,27,No credits/all paid,Business,5293,<100 DM,Unemployed,2,Male: single,None,4,Building society/life insurance,50,Stores,Own,2,Skilled employee/official,1,Yes,Yes,Bad
>= 200 DM,30,Delay in past,Business,1908,<100 DM,>=7 years,4,Male: single,None,4,Real estate,66,None,Own,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,36,Critical/other existing credits,Radio/TV,3342,Unknown/no savings,>=7 years,4,Male: single,None,2,Car/other,51,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,6,Critical/other existing credits,Retraining,932,Unknown/no savings,4–7 years,1,Female: divorced/separated/married,None,3,Building society/life insurance,39,None,Own,2,Unskilled resident,1,None,Yes,Good
< 0 DM,18,No credits/all paid,Business,3104,<100 DM,4–7 years,3,Male: single,None,1,Building society/life insurance,31,Bank,Own,1,Skilled employee/official,1,Yes,Yes,Good
>= 200 DM,36,Existing paid duly,Radio/TV,3913,<100 DM,1–4 years,2,Male: single,None,2,Real estate,23,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
< 0 DM,24,Existing paid duly,Furniture/equipment,3021,<100 DM,1–4 years,2,Male: divorced/separated,None,2,Real estate,24,None,Rent,1,Unskilled resident,1,None,Yes,Good
No checking account,10,Existing paid duly,New car,1364,<100 DM,1–4 years,2,Female: divorced/separated/married,None,4,Car/other,64,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
0–200 DM,12,Existing paid duly,Radio/TV,625,<100 DM,<1 year,4,Male: married/widowed,Guarantor,1,Real estate,26,Bank,Own,1,Unskilled resident,1,None,Yes,Good
< 0 DM,12,Existing paid duly,Education,1200,Unknown/no savings,1–4 years,4,Female: divorced/separated/married,None,4,Building society/life insurance,23,Bank,Rent,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,12,Existing paid duly,Radio/TV,707,<100 DM,1–4 years,4,Male: single,None,2,Real estate,30,Bank,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,24,Delay in past,Business,2978,Unknown/no savings,1–4 years,4,Male: single,None,4,Real estate,32,None,Own,2,Skilled employee/official,2,Yes,Yes,Good
No checking account,15,Existing paid duly,Used car,4657,<100 DM,1–4 years,3,Male: single,None,2,Car/other,30,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,36,No credits/all paid,Repairs,2613,<100 DM,1–4 years,4,Male: single,None,2,Car/other,27,None,Own,2,Skilled employee/official,1,None,Yes,Good
0–200 DM,48,Existing paid duly,Radio/TV,10961,>=1000 DM,4–7 years,1,Male: single,Co-applicant,2,Unknown/no property,27,Bank,Own,2,Skilled employee/official,1,Yes,Yes,Bad
< 0 DM,12,Existing paid duly,Furniture/equipment,7865,<100 DM,>=7 years,4,Male: single,None,4,Unknown/no property,53,None,For free,1,Management/self-employed/highly qualified,1,Yes,Yes,Bad
No checking account,9,Existing paid duly,Radio/TV,1478,<100 DM,4–7 years,4,Male: single,None,2,Car/other,22,None,Own,1,Skilled employee/official,1,None,Yes,Bad
< 0 DM,24,Existing paid duly,Furniture/equipment,3149,<100 DM,<1 year,4,Male: single,None,1,Unknown/no property,22,Bank,For free,1,Skilled employee/official,1,None,Yes,Good
>= 200 DM,36,Existing paid duly,Radio/TV,4210,<100 DM,1–4 years,4,Male: single,None,2,Car/other,26,None,Own,1,Skilled employee/official,1,None,Yes,Bad
No checking account,9,Existing paid duly,New car,2507,500–1000 DM,>=7 years,2,Male: single,None,4,Unknown/no property,51,None,For free,1,Unskilled resident,1,None,Yes,Good
No checking account,12,Existing paid duly,Radio/TV,2141,100–500 DM,4–7 years,3,Male: single,None,1,Unknown/no property,35,None,Own,1,Skilled employee/official,1,None,Yes,Good
0–200 DM,18,Existing paid duly,Radio/TV,866,<100 DM,1–4 years,4,Male: married/widowed,Guarantor,2,Real estate,25,None,Own,1,Unskilled resident,1,None,Yes,Good
No checking account,4,Critical/other existing credits,Radio/TV,1544,<100 DM,4–7 years,2,Male: single,None,1,Real estate,42,None,Own,3,Unskilled resident,2,None,Yes,Good
< 0 DM,24,Existing paid duly,Radio/TV,1823,<100 DM,Unemployed,4,Male: single,None,2,Car/other,30,Stores,Own,1,Management/self-employed/highly qualified,2,None,Yes,Bad
0–200 DM,6,Existing paid duly,New car,14555,Unknown/no savings,Unemployed,1,Male: single,None,2,Building society/life insurance,23,None,Own,1,Unemployed/unskilled non-resident,1,Yes,Yes,Bad
0–200 DM,21,Existing paid duly,Business,2767,100–500 DM,>=7 years,4,Male: divorced/separated,None,2,Car/other,61,Bank,Rent,2,Unskilled resident,1,None,Yes,Bad
No checking account,12,Critical/other existing credits,Radio/TV,1291,<100 DM,1–4 years,4,Female: divorced/separated/married,None,2,Building society/life insurance,35,None,Own,2,Skilled employee/official,1,None,Yes,Good
< 0 DM,30,Existing paid duly,Radio/TV,2522,<100 DM,>=7 years,1,Male: single,Guarantor,3,Building society/life insurance,39,None,Own,1,Skilled employee/official,2,None,Yes,Good
< 0 DM,24,Existing paid duly,New car,915,Unknown/no savings,>=7 years,4,Female: divorced/separated/married,None,2,Car/other,29,Bank,Own,1,Skilled employee/official,1,None,Yes,Bad
No checking account,6,Existing paid duly,Radio/TV,1595,<100 DM,4–7 years,3,Male: single,None,2,Building society/life insurance,51,None,Own,1,Skilled employee/official,2,None,Yes,Good
< 0 DM,48,No credits/all paid,Used car,4605,<100 DM,>=7 years,3,Male: single,None,4,Unknown/no property,24,None,For free,2,Skilled employee/official,2,None,Yes,Bad
No checking account,12,Critical/other existing credits,Business,1185,<100 DM,1–4 years,3,Female: divorced/separated/married,None,2,Real estate,27,None,Own,2,Skilled employee/official,1,None,Yes,Good
No checking account,12,All paid,Retraining,3447,500–1000 DM,1–4 years,4,Female: divorced/separated/married,None,3,Real estate,35,None,Own,1,Unskilled resident,2,None,Yes,Good
No checking account,24,Existing paid duly,Business,1258,<100 DM,4–7 years,4,Male: single,None,1,Real estate,25,None,Own,1,Skilled employee/official,1,Yes,Yes,Good
No checking account,12,Critical/other existing credits,Radio/TV,717,<100 DM,>=7 years,4,Male: single,None,4,Real estate,52,None,Own,3,Skilled employee/official,1,None,Yes,Good
No checking account,6,No credits/all paid,New car,1204,100–500 DM,1–4 years,4,Male: single,None,1,Unknown/no property,35,Bank,Rent,1,Skilled employee/official,1,None,No,Good
>= 200 DM,24,Existing paid duly,Furniture/equipment,1925,<100 DM,1–4 years,2,Male: single,None,2,Real estate,26,None,Own,1,Skilled employee/official,1,None,Yes,Good
